PeakID (cmd=annotatePeaks.pl /home/merk/data/ChIP_DAP/peaks/master_peaks_overlapped.bed /home/merk/data/genomes/ncbi-genomes-2022-03-15/TAIR10.fasta -gtf /home/merk/data/genomes/TAIR10_annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
35S_BBM_GFP_ChIP_peak_9192	chr3	2661662	2661662	+	100.294	NA	promoter-TSS (AT3G08760.1)	-promoter-TSS (AT3G08760.1)	350	AT3G08762.1	AT3G08762	AT3G08762						NA
35S_BBM_GFP_ChIP_peak_18649	chr5	20088971	20088971	+	100.249	NA	Intergenic	Intergenic	-1805	AT5G49520.1	AT5G49520	AT5G49520						NA
35S_BBM_GFP_ChIP_peak_15000	chr4	16706099	16706099	+	100.114	NA	Intergenic	Intergenic	-2453	AT4G35100.2	AT4G35100	AT4G35100						NA
35S_BBM_GFP_ChIP_peak_16536	chr5	4673160	4673160	+	99.8438	NA	promoter-TSS (AT5G14495.1)	-promoter-TSS (AT5G14495.1)	-740	AT5G14495.1	AT5G14495	AT5G14495						NA
35S_BBM_GFP_ChIP_peak_18671	chr5	20237508	20237508	+	99.7909	NA	Intergenic	Intergenic	-1324	AT5G49800.1	AT5G49800	AT5G49800						NA
35S_BBM_GFP_ChIP_peak_5887	chr2	5709070	5709070	+	99.7909	NA	promoter-TSS (AT2G13690.1)	-promoter-TSS (AT2G13690.1)	-113	AT2G13690.1	AT2G13690	AT2G13690						NA
35S_BBM_GFP_ChIP_peak_15332	chr4	17807220	17807220	+	99.7333	NA	promoter-TSS (AT4G37870.1)	-promoter-TSS (AT4G37870.1)	-681	AT4G37870.1	AT4G37870	AT4G37870						NA
35S_BBM_GFP_ChIP_peak_14346	chr4	13686117	13686117	+	99.6921	NA	Intergenic	Intergenic	-2579	AT4G27330.1	AT4G27330	AT4G27330						NA
35S_BBM_GFP_ChIP_peak_12106	chr3	21487989	21487989	+	99.6823	NA	promoter-TSS (AT3G58040.1)	-promoter-TSS (AT3G58040.1)	-527	AT3G58040.1	AT3G58040	AT3G58040						NA
35S_BBM_GFP_ChIP_peak_12090	chr3	21419324	21419324	+	99.5728	NA	promoter-TSS (AT3G57820.1)	-promoter-TSS (AT3G57820.1)	-193	AT3G57830.1	AT3G57830	AT3G57830						NA
35S_BBM_GFP_ChIP_peak_9027	chr3	1896171	1896171	+	99.5526	NA	promoter-TSS (AT3G06270.1)	-promoter-TSS (AT3G06270.1)	34	AT3G06270.1	AT3G06270	AT3G06270						NA
35S_BBM_GFP_ChIP_peak_10442	chr3	9062243	9062243	+	99.4943	NA	TTS (AT3G24810.1)	-TTS (AT3G24810.1)	1347	AT3G24810.1	AT3G24810	AT3G24810						NA
35S_BBM_GFP_ChIP_peak_14705	chr4	15291707	15291707	+	99.1281	NA	promoter-TSS (AT4G31550.1)	-promoter-TSS (AT4G31550.1)	-168	AT4G31550.2	AT4G31550	AT4G31550						NA
35S_BBM_GFP_ChIP_peak_18269	chr5	18221426	18221426	+	98.9391	NA	Intergenic	Intergenic	2727	AT5G45100.1	AT5G45100	AT5G45100						NA
35S_BBM_GFP_ChIP_peak_9170	chr3	2563976	2563976	+	98.8755	NA	promoter-TSS (AT3G08030.1)	-promoter-TSS (AT3G08030.1)	-57	AT3G08030.1	AT3G08030	AT3G08030						NA
35S_BBM_GFP_ChIP_peak_17122	chr5	7678780	7678780	+	98.8074	NA	exon (AT5G22940.1, exon 4 of 4)	-exon (AT5G22940.1, exon 4 of 4)	1842	AT5G22940.1	AT5G22940	AT5G22940						NA
35S_BBM_GFP_ChIP_peak_19388	chr5	23725483	23725483	+	98.6623	NA	promoter-TSS (AT5G58730.1)	-promoter-TSS (AT5G58730.1)	-18	AT5G58730.1	AT5G58730	AT5G58730						NA
35S_BBM_GFP_ChIP_peak_14636	chr4	14916234	14916234	+	98.5448	NA	Intergenic	Intergenic	-4300	AT4G30530.1	AT4G30530	AT4G30530						NA
35S_BBM_GFP_ChIP_peak_12788	chr4	1415402	1415402	+	98.4514	NA	promoter-TSS (AT4G03210.1)	-promoter-TSS (AT4G03210.1)	-547	AT4G03210.1	AT4G03210	AT4G03210						NA
35S_BBM_GFP_ChIP_peak_12312	chr3	22606918	22606918	+	98.3109	NA	promoter-TSS (AT3G61070.1)	-promoter-TSS (AT3G61070.1)	-40	AT3G61070.3	AT3G61070	AT3G61070						NA
35S_BBM_GFP_ChIP_peak_14345	chr4	13684599	13684599	+	98.2757	NA	Intergenic	Intergenic	-1061	AT4G27330.1	AT4G27330	AT4G27330						NA
35S_BBM_GFP_ChIP_peak_9772	chr3	5422538	5422538	+	98.2678	NA	Intergenic	Intergenic	-3997	AT3G15980.1	AT3G15980	AT3G15980						NA
35S_BBM_GFP_ChIP_peak_11730	chr3	19615751	19615751	+	98.2674	NA	promoter-TSS (AT3G52905.1)	-promoter-TSS (AT3G52905.1)	-6	AT3G52905.1	AT3G52905	AT3G52905						NA
35S_BBM_GFP_ChIP_peak_13631	chr4	9875143	9875143	+	98.2192	NA	Intergenic	Intergenic	-1095	AT4G17770.1	AT4G17770	AT4G17770						NA
35S_BBM_GFP_ChIP_peak_15384	chr4	18069082	18069082	+	98.2015	NA	promoter-TSS (AT4G38660.1)	-promoter-TSS (AT4G38660.1)	-877	AT4G38660.1	AT4G38660	AT4G38660						NA
35S_BBM_GFP_ChIP_peak_10634	chr3	10095113	10095113	+	98.1108	NA	promoter-TSS (AT3G27325.1)	-promoter-TSS (AT3G27325.1)	-3	AT3G27325.1	AT3G27325	AT3G27325						NA
35S_BBM_GFP_ChIP_peak_11118	chr3	16475844	16475844	+	97.978	NA	promoter-TSS (AT3G45040.1)	-promoter-TSS (AT3G45040.1)	-91	AT3G45040.1	AT3G45040	AT3G45040						NA
35S_BBM_GFP_ChIP_peak_15288	chr4	17677268	17677268	+	97.8923	NA	Intergenic	Intergenic	-2011	AT4G37630.1	AT4G37630	AT4G37630						NA
35S_BBM_GFP_ChIP_peak_13794	chr4	10649210	10649210	+	97.8923	NA	Intergenic	Intergenic	-2131	AT4G19520.1	AT4G19520	AT4G19520						NA
35S_BBM_GFP_ChIP_peak_9905	chr3	6099878	6099878	+	97.8923	NA	TTS (AT3G17820.1)	-TTS (AT3G17820.1)	-1911	AT3G17830.1	AT3G17830	AT3G17830						NA
35S_BBM_GFP_ChIP_peak_18771	chr5	20942828	20942828	+	97.8737	NA	Intergenic	Intergenic	-1933	AT5G51550.1	AT5G51550	AT5G51550						NA
35S_BBM_GFP_ChIP_peak_9392	chr3	3711594	3711594	+	97.6872	NA	promoter-TSS (AT3G11730.1)	-promoter-TSS (AT3G11730.1)	-65	AT3G11730.1	AT3G11730	AT3G11730						NA
35S_BBM_GFP_ChIP_peak_5425	chr2	180378	180378	+	97.5582	NA	exon (AT2G01420.1, exon 6 of 6)	-exon (AT2G01420.1, exon 6 of 6)	2950	AT2G01420.1	AT2G01420	AT2G01420						NA
35S_BBM_GFP_ChIP_peak_14627	chr4	14884586	14884586	+	97.5409	NA	Intergenic	Intergenic	-1106	AT4G30440.1	AT4G30440	AT4G30440						NA
35S_BBM_GFP_ChIP_peak_18477	chr5	19220941	19220941	+	96.883	NA	TTS (AT5G47380.1)	-TTS (AT5G47380.1)	-3032	AT5G47370.1	AT5G47370	AT5G47370						NA
35S_BBM_GFP_ChIP_peak_15646	chr5	537138	537138	+	96.8135	NA	Intergenic	Intergenic	3974	AT5G02460.1	AT5G02460	AT5G02460						NA
35S_BBM_GFP_ChIP_peak_16996	chr5	6981246	6981246	+	96.6592	NA	intron (AT5G20635.1, intron 1 of 4)	-intron (AT5G20635.1, intron 1 of 4)	689	AT5G20635.1	AT5G20635	AT5G20635						NA
35S_BBM_GFP_ChIP_peak_15272	chr4	17641052	17641052	+	96.6343	NA	promoter-TSS (AT4G37540.1)	-promoter-TSS (AT4G37540.1)	-387	AT4G37540.1	AT4G37540	AT4G37540						NA
35S_BBM_GFP_ChIP_peak_14979	chr4	16646182	16646182	+	96.5112	NA	Intergenic	Intergenic	-1364	AT4G34950.1	AT4G34950	AT4G34950						NA
35S_BBM_GFP_ChIP_peak_15302	chr4	17730765	17730765	+	96.2264	NA	Intergenic	Intergenic	-3035	AT4G37740.1	AT4G37740	AT4G37740						NA
35S_BBM_GFP_ChIP_peak_18041	chr5	16894617	16894617	+	96.1861	NA	intron (AT5G42250.1, intron 2 of 8)	-intron (AT5G42250.1, intron 2 of 8)	608	AT5G42250.1	AT5G42250	AT5G42250						NA
35S_BBM_GFP_ChIP_peak_16287	chr5	3457843	3457843	+	96.1808	NA	promoter-TSS (AT5G10946.1)	-promoter-TSS (AT5G10946.1)	-537	AT5G10946.1	AT5G10946	AT5G10946						NA
35S_BBM_GFP_ChIP_peak_1737	chr1	7937828	7937828	+	96.0343	NA	TTS (AT1G22490.1)	-TTS (AT1G22490.1)	-2446	AT1G22480.1	AT1G22480	AT1G22480						NA
35S_BBM_GFP_ChIP_peak_2798	chr1	16800152	16800152	+	95.9288	NA	promoter-TSS (AT1G44170.2)	-promoter-TSS (AT1G44170.2)	58	AT1G44170.2	AT1G44170	AT1G44170						NA
35S_BBM_GFP_ChIP_peak_9815	chr3	5615030	5615030	+	95.924	NA	promoter-TSS (AT3G16500.1)	-promoter-TSS (AT3G16500.1)	-620	AT3G16500.1	AT3G16500	AT3G16500						NA
35S_BBM_GFP_ChIP_peak_19803	chr5	25536007	25536007	+	95.8652	NA	TTS (AT5G63800.1)	-TTS (AT5G63800.1)	-1067	AT5G63810.1	AT5G63810	AT5G63810						NA
35S_BBM_GFP_ChIP_peak_17225	chr5	8243302	8243302	+	95.8353	NA	promoter-TSS (AT5G24270.2)	-promoter-TSS (AT5G24270.2)	55	AT5G24270.2	AT5G24270	AT5G24270						NA
35S_BBM_GFP_ChIP_peak_13648	chr4	9932255	9932255	+	95.8353	NA	Intergenic	Intergenic	3331	AT4G17880.1	AT4G17880	AT4G17880						NA
35S_BBM_GFP_ChIP_peak_9474	chr3	4126103	4126103	+	95.7501	NA	Intergenic	Intergenic	-2304	AT3G12930.1	AT3G12930	AT3G12930						NA
35S_BBM_GFP_ChIP_peak_16206	chr5	3122115	3122115	+	95.6658	NA	promoter-TSS (AT5G09980.1)	-promoter-TSS (AT5G09980.1)	-616	AT5G09980.1	AT5G09980	AT5G09980						NA
35S_BBM_GFP_ChIP_peak_9339	chr3	3442364	3442364	+	95.5703	NA	promoter-TSS (AT3G10985.1)	-promoter-TSS (AT3G10985.1)	-164	AT3G10985.1	AT3G10985	AT3G10985						NA
35S_BBM_GFP_ChIP_peak_19478	chr5	24133092	24133092	+	95.5235	NA	Intergenic	Intergenic	-1434	AT5G59930.1	AT5G59930	AT5G59930						NA
35S_BBM_GFP_ChIP_peak_13773	chr4	10523464	10523464	+	95.5138	NA	exon (AT4G19230.1, exon 7 of 7)	-exon (AT4G19230.1, exon 7 of 7)	2085	AT4G19230.2	AT4G19230	AT4G19230						NA
35S_BBM_GFP_ChIP_peak_11792	chr3	19880710	19880710	+	95.5138	NA	exon (AT3G53620.1, exon 1 of 9)	-exon (AT3G53620.1, exon 1 of 9)	206	AT3G53620.1	AT3G53620	AT3G53620						NA
35S_BBM_GFP_ChIP_peak_12298	chr3	22499236	22499236	+	95.4179	NA	promoter-TSS (AT3G60897.1)	-promoter-TSS (AT3G60897.1)	-265	AT3G60897.1	AT3G60897	AT3G60897						NA
35S_BBM_GFP_ChIP_peak_13983	chr4	11742264	11742264	+	95.3558	NA	exon (AT4G22190.1, exon 1 of 1)	-exon (AT4G22190.1, exon 1 of 1)	1054	AT4G22190.1	AT4G22190	AT4G22190						NA
35S_BBM_GFP_ChIP_peak_11655	chr3	19276591	19276591	+	95.3238	NA	Intergenic	Intergenic	-1322	AT3G51940.1	AT3G51940	AT3G51940						NA
35S_BBM_GFP_ChIP_peak_19284	chr5	23256566	23256566	+	95.2732	NA	promoter-TSS (AT5G57390.1)	-promoter-TSS (AT5G57390.1)	-116	AT5G57390.1	AT5G57390	AT5G57390						NA
PLT1_DAP_peak_5	chr1	7633602	7633602	+	95.2729	NA	exon (AT1G21730.1, exon 14 of 23)	-exon (AT1G21730.1, exon 14 of 23)	3495	AT1G21730.1	AT1G21730	AT1G21730						NA
35S_BBM_GFP_ChIP_peak_13558	chr4	9440776	9440776	+	95.1988	NA	Intergenic	Intergenic	-3604	AT4G16770.1	AT4G16770	AT4G16770						NA
35S_BBM_GFP_ChIP_peak_9150	chr3	2476478	2476478	+	95.1983	NA	promoter-TSS (AT3G07760.1)	-promoter-TSS (AT3G07760.1)	84	AT3G07760.1	AT3G07760	AT3G07760						NA
35S_BBM_GFP_ChIP_peak_9403	chr3	3758324	3758324	+	95.1639	NA	promoter-TSS (AT3G11900.1)	-promoter-TSS (AT3G11900.1)	-128	AT3G11900.1	AT3G11900	AT3G11900						NA
35S_BBM_GFP_ChIP_peak_16617	chr5	5062113	5062113	+	95.1532	NA	promoter-TSS (AT5G15550.1)	-promoter-TSS (AT5G15550.1)	-26	AT5G15550.2	AT5G15550	AT5G15550						NA
35S_BBM_GFP_ChIP_peak_9964	chr3	6479679	6479679	+	95.0651	NA	promoter-TSS (AT3G18800.1)	-promoter-TSS (AT3G18800.1)	-9	AT3G18800.1	AT3G18800	AT3G18800						NA
35S_BBM_GFP_ChIP_peak_12267	chr3	22368662	22368662	+	94.8392	NA	Intergenic	Intergenic	-4553	AT3G60530.1	AT3G60530	AT3G60530						NA
35S_BBM_GFP_ChIP_peak_5156	chr1	29385871	29385871	+	94.8272	NA	Intergenic	Intergenic	-1924	AT1G78100.1	AT1G78100	AT1G78100						NA
35S_BBM_GFP_ChIP_peak_12025	chr3	21097557	21097557	+	94.5646	NA	promoter-TSS (AT3G57010.1)	-promoter-TSS (AT3G57010.1)	-106	AT3G57010.1	AT3G57010	AT3G57010						NA
35S_BBM_GFP_ChIP_peak_10724	chr3	10600334	10600334	+	94.5318	NA	Intergenic	Intergenic	-1559	AT3G28345.1	AT3G28345	AT3G28345						NA
35S_BBM_GFP_ChIP_peak_2821	chr1	16902636	16902636	+	94.4123	NA	Intergenic	Intergenic	-4024	AT1G44760.1	AT1G44760	AT1G44760						NA
35S_BBM_GFP_ChIP_peak_15535	chr5	98743	98743	+	94.2398	NA	exon (AT5G01240.1, exon 3 of 9)	-exon (AT5G01240.1, exon 3 of 9)	210	AT5G01240.2	AT5G01240	AT5G01240						NA
35S_BBM_GFP_ChIP_peak_1314	chr1	6008578	6008578	+	94.1894	NA	promoter-TSS (AT1G17480.1)	-promoter-TSS (AT1G17480.1)	-11	AT1G17490.1	AT1G17490	AT1G17490						NA
35S_BBM_GFP_ChIP_peak_9318	chr3	3346337	3346337	+	94.1755	NA	promoter-TSS (AT3G10690.1)	-promoter-TSS (AT3G10690.1)	3	AT3G10690.1	AT3G10690	AT3G10690						NA
35S_BBM_GFP_ChIP_peak_18208	chr5	17808877	17808877	+	94.1745	NA	Intergenic	Intergenic	-1600	AT5G44220.1	AT5G44220	AT5G44220						NA
35S_BBM_GFP_ChIP_peak_8764	chr3	672470	672470	+	93.852	NA	promoter-TSS (AT3G02980.1)	-promoter-TSS (AT3G02980.1)	-255	AT3G02980.1	AT3G02980	AT3G02980						NA
35S_BBM_GFP_ChIP_peak_13538	chr4	9353301	9353301	+	93.8286	NA	TTS (AT4G16600.1)	-TTS (AT4G16600.1)	1986	AT4G16610.1	AT4G16610	AT4G16610						NA
35S_BBM_GFP_ChIP_peak_16418	chr5	4156225	4156225	+	93.6662	NA	promoter-TSS (AT5G13100.1)	-promoter-TSS (AT5G13100.1)	-435	AT5G13100.1	AT5G13100	AT5G13100						NA
35S_BBM_GFP_ChIP_peak_16367	chr5	3831038	3831038	+	93.6389	NA	promoter-TSS (AT5G11890.1)	-promoter-TSS (AT5G11890.1)	-626	AT5G11890.1	AT5G11890	AT5G11890						NA
35S_BBM_GFP_ChIP_peak_15772	chr5	987820	987820	+	93.5878	NA	intron (AT5G03760.1, intron 3 of 8)	-intron (AT5G03760.1, intron 3 of 8)	2729	AT5G03760.1	AT5G03760	AT5G03760						NA
35S_BBM_GFP_ChIP_peak_19300	chr5	23323803	23323803	+	93.5878	NA	promoter-TSS (AT5G57610.1)	-promoter-TSS (AT5G57610.1)	-988	AT5G57610.1	AT5G57610	AT5G57610						NA
35S_BBM_GFP_ChIP_peak_7657	chr2	15592006	15592006	+	93.5773	NA	promoter-TSS (AT2G37110.1)	-promoter-TSS (AT2G37110.1)	-546	AT2G37110.1	AT2G37110	AT2G37110						NA
35S_BBM_GFP_ChIP_peak_11511	chr3	18786952	18786952	+	93.5478	NA	promoter-TSS (AT3G50620.1)	-promoter-TSS (AT3G50620.1)	-38	AT3G50620.1	AT3G50620	AT3G50620						NA
35S_BBM_GFP_ChIP_peak_16941	chr5	6682504	6682504	+	93.5	NA	promoter-TSS (AT5G19760.1)	-promoter-TSS (AT5G19760.1)	-503	AT5G19760.1	AT5G19760	AT5G19760						NA
35S_BBM_GFP_ChIP_peak_9282	chr3	3157570	3157570	+	93.4317	NA	promoter-TSS (AT3G10195.1)	-promoter-TSS (AT3G10195.1)	-38	AT3G10200.1	AT3G10200	AT3G10200						NA
35S_BBM_GFP_ChIP_peak_11507	chr3	18756880	18756880	+	93.2345	NA	promoter-TSS (AT3G50540.1)	-promoter-TSS (AT3G50540.1)	-869	AT3G50540.1	AT3G50540	AT3G50540						NA
35S_BBM_GFP_ChIP_peak_12462	chr3	23218528	23218528	+	93.1812	NA	promoter-TSS (AT3G62760.1)	-promoter-TSS (AT3G62760.1)	-282	AT3G62760.1	AT3G62760	AT3G62760						NA
35S_BBM_GFP_ChIP_peak_19643	chr5	24909683	24909683	+	93.172	NA	promoter-TSS (AT5G62000.1)	-promoter-TSS (AT5G62000.1)	-675	AT5G62000.1	AT5G62000	AT5G62000						NA
35S_BBM_GFP_ChIP_peak_10401	chr3	8908539	8908539	+	93.146	NA	Intergenic	Intergenic	-2231	AT3G24490.1	AT3G24490	AT3G24490						NA
35S_BBM_GFP_ChIP_peak_17424	chr5	9410562	9410562	+	93.121	NA	promoter-TSS (AT5G26770.1)	-promoter-TSS (AT5G26770.1)	-445	AT5G26770.1	AT5G26770	AT5G26770						NA
35S_BBM_GFP_ChIP_peak_11419	chr3	18314083	18314083	+	92.9611	NA	promoter-TSS (AT3G49380.1)	-promoter-TSS (AT3G49380.1)	-593	AT3G49380.1	AT3G49380	AT3G49380						NA
35S_BBM_GFP_ChIP_peak_16823	chr5	6127420	6127420	+	92.8272	NA	promoter-TSS (AT5G18470.1)	-promoter-TSS (AT5G18470.1)	-377	AT5G18470.1	AT5G18470	AT5G18470						NA
35S_BBM_GFP_ChIP_peak_3633	chr1	22155382	22155382	+	92.8009	NA	promoter-TSS (AT1G60080.1)	-promoter-TSS (AT1G60080.1)	-200	AT1G60090.1	AT1G60090	AT1G60090						NA
35S_BBM_GFP_ChIP_peak_2161	chr1	10140298	10140298	+	92.785	NA	Intergenic	Intergenic	-1090	AT1G29050.1	AT1G29050	AT1G29050						NA
35S_BBM_GFP_ChIP_peak_11831	chr3	20069301	20069301	+	92.7764	NA	promoter-TSS (AT3G54210.1)	-promoter-TSS (AT3G54210.1)	-857	AT3G54220.1	AT3G54220	AT3G54220						NA
35S_BBM_GFP_ChIP_peak_16502	chr5	4520382	4520382	+	92.6419	NA	Intergenic	Intergenic	-1767	AT5G14010.1	AT5G14010	AT5G14010						NA
35S_BBM_GFP_ChIP_peak_12438	chr3	23140167	23140167	+	92.6205	NA	Intergenic	Intergenic	-2318	AT3G62570.1	AT3G62570	AT3G62570						NA
35S_BBM_GFP_ChIP_peak_12036	chr3	21145411	21145411	+	92.5324	NA	Intergenic	Intergenic	-2147	AT3G57130.2	AT3G57130	AT3G57130						NA
35S_BBM_GFP_ChIP_peak_9695	chr3	5120091	5120091	+	92.4877	NA	Intergenic	Intergenic	-1031	AT3G15200.1	AT3G15200	AT3G15200						NA
35S_BBM_GFP_ChIP_peak_17967	chr5	16525238	16525238	+	92.4687	NA	Intergenic	Intergenic	-2846	AT5G41310.1	AT5G41310	AT5G41310						NA
35S_BBM_GFP_ChIP_peak_9813	chr3	5606692	5606692	+	92.395	NA	promoter-TSS (AT3G16490.1)	-promoter-TSS (AT3G16490.1)	-995	AT3G16490.1	AT3G16490	AT3G16490						NA
35S_BBM_GFP_ChIP_peak_16114	chr5	2656942	2656942	+	92.3848	NA	promoter-TSS (AT5G08260.1)	-promoter-TSS (AT5G08260.1)	-209	AT5G08260.1	AT5G08260	AT5G08260						NA
35S_BBM_GFP_ChIP_peak_3183	chr1	19459454	19459454	+	92.3322	NA	exon (AT1G52240.1, exon 1 of 11)	-exon (AT1G52240.1, exon 1 of 11)	120	AT1G52240.1	AT1G52240	AT1G52240						NA
35S_BBM_GFP_ChIP_peak_15915	chr5	1672995	1672995	+	92.2871	NA	TTS (AT5G05598.1)	-TTS (AT5G05598.1)	875	AT5G05600.1	AT5G05600	AT5G05600						NA
35S_BBM_GFP_ChIP_peak_12015	chr3	21057729	21057729	+	92.2824	NA	Intergenic	Intergenic	-2186	AT3G56880.1	AT3G56880	AT3G56880						NA
35S_BBM_GFP_ChIP_peak_10156	chr3	7595849	7595849	+	92.277	NA	promoter-TSS (AT3G21560.1)	-promoter-TSS (AT3G21560.1)	43	AT3G21560.1	AT3G21560	AT3G21560						NA
35S_BBM_GFP_ChIP_peak_10322	chr3	8460076	8460076	+	92.1279	NA	promoter-TSS (AT3G23570.1)	-promoter-TSS (AT3G23570.1)	31	AT3G23580.1	AT3G23580	AT3G23580						NA
35S_BBM_GFP_ChIP_peak_8938	chr3	1478482	1478482	+	92.0895	NA	exon (AT3G05200.1, exon 1 of 1)	-exon (AT3G05200.1, exon 1 of 1)	-1056	AT3G05210.1	AT3G05210	AT3G05210						NA
PLT7_ampDAP_peak_1010	chr3	4225907	4225907	+	92.0588	NA	TTS (AT3G13140.1)	-TTS (AT3G13140.1)	1470	AT3G13140.1	AT3G13140	AT3G13140						NA
35S_BBM_GFP_ChIP_peak_10466	chr3	9258805	9258805	+	92.0352	NA	Intergenic	Intergenic	-3803	AT3G25500.1	AT3G25500	AT3G25500						NA
35S_BBM_GFP_ChIP_peak_10958	chr3	14751193	14751193	+	92.0239	NA	promoter-TSS (AT3G42658.1)	-promoter-TSS (AT3G42658.1)	-87	AT3G42660.1	AT3G42660	AT3G42660						NA
35S_BBM_GFP_ChIP_peak_11871	chr3	20293264	20293264	+	91.9792	NA	promoter-TSS (AT3G54804.1)	-promoter-TSS (AT3G54804.1)	-13	AT3G54804.1	AT3G54804	AT3G54804						NA
35S_BBM_GFP_ChIP_peak_20132	chr5	26767960	26767960	+	91.9792	NA	promoter-TSS (AT5G67070.1)	-promoter-TSS (AT5G67070.1)	-60	AT5G67070.1	AT5G67070	AT5G67070						NA
35S_BBM_GFP_ChIP_peak_10675	chr3	10313617	10313617	+	91.8768	NA	Intergenic	Intergenic	-1497	AT3G27820.1	AT3G27820	AT3G27820						NA
35S_BBM_GFP_ChIP_peak_12168	chr3	21828396	21828396	+	91.7802	NA	promoter-TSS (AT3G59050.1)	-promoter-TSS (AT3G59050.1)	-887	AT3G59052.1	AT3G59052	AT3G59052						NA
35S_BBM_GFP_ChIP_peak_20121	chr5	26722112	26722112	+	91.7575	NA	promoter-TSS (AT5G66910.1)	-promoter-TSS (AT5G66910.1)	-711	AT5G66920.1	AT5G66920	AT5G66920						NA
35S_BBM_GFP_ChIP_peak_9183	chr3	2630412	2630412	+	91.565	NA	promoter-TSS (AT3G08660.1)	-promoter-TSS (AT3G08660.1)	-718	AT3G08660.1	AT3G08660	AT3G08660						NA
35S_BBM_GFP_ChIP_peak_17904	chr5	16121559	16121559	+	91.565	NA	promoter-TSS (AT5G40320.1)	-promoter-TSS (AT5G40320.1)	-198	AT5G40320.1	AT5G40320	AT5G40320						NA
35S_BBM_GFP_ChIP_peak_11155	chr3	16744844	16744844	+	91.5332	NA	Intergenic	Intergenic	-1038	AT3G45620.2	AT3G45620	AT3G45620						NA
35S_BBM_GFP_ChIP_peak_12505	chr3	23398670	23398670	+	91.4807	NA	promoter-TSS (AT3G63340.1)	-promoter-TSS (AT3G63340.1)	-293	AT3G63340.1	AT3G63340	AT3G63340						NA
35S_BBM_GFP_ChIP_peak_5227	chr1	29600507	29600507	+	91.4807	NA	promoter-TSS (AT1G78710.2)	-promoter-TSS (AT1G78710.2)	-746	AT1G78710.2	AT1G78710	AT1G78710						NA
35S_BBM_GFP_ChIP_peak_12678	chr4	900351	900351	+	91.3331	NA	promoter-TSS (AT4G02055.1)	-promoter-TSS (AT4G02055.1)	-285	AT4G02060.2	AT4G02060	AT4G02060						NA
35S_BBM_GFP_ChIP_peak_14872	chr4	16213013	16213013	+	91.1673	NA	TTS (AT4G33810.1)	-TTS (AT4G33810.1)	-1604	AT4G33800.1	AT4G33800	AT4G33800						NA
35S_BBM_GFP_ChIP_peak_12492	chr3	23355192	23355192	+	91.0787	NA	promoter-TSS (AT3G63210.1)	-promoter-TSS (AT3G63210.1)	-32	AT3G63210.1	AT3G63210	AT3G63210						NA
35S_BBM_GFP_ChIP_peak_18002	chr5	16659838	16659838	+	91.0787	NA	TTS (AT5G41663.1)	-TTS (AT5G41663.1)	802	AT5G41663.1	AT5G41663	AT5G41663						NA
35S_BBM_GFP_ChIP_peak_10459	chr3	9195144	9195144	+	91.0569	NA	promoter-TSS (AT3G25250.1)	-promoter-TSS (AT3G25250.1)	-359	AT3G25250.1	AT3G25250	AT3G25250						NA
35S_BBM_GFP_ChIP_peak_17018	chr5	7111297	7111297	+	91.0336	NA	promoter-TSS (AT5G20950.1)	-promoter-TSS (AT5G20950.1)	14	AT5G20950.2	AT5G20950	AT5G20950						NA
35S_BBM_GFP_ChIP_peak_14942	chr4	16523033	16523033	+	90.6446	NA	exon (AT4G34588.1, exon 1 of 1)	-exon (AT4G34588.1, exon 1 of 1)	1172	AT4G34590.1	AT4G34590	AT4G34590						NA
35S_BBM_GFP_ChIP_peak_14842	chr4	15992841	15992841	+	90.6012	NA	Intergenic	Intergenic	-1248	AT4G33160.1	AT4G33160	AT4G33160						NA
35S_BBM_GFP_ChIP_peak_2022	chr1	9455090	9455090	+	90.5569	NA	TTS (AT1G27210.1)	-TTS (AT1G27210.1)	2936	AT1G27210.1	AT1G27210	AT1G27210						NA
35S_BBM_GFP_ChIP_peak_11570	chr3	18963186	18963186	+	90.4828	NA	promoter-TSS (AT3G51057.1)	-promoter-TSS (AT3G51057.1)	-289	AT3G51057.1	AT3G51057	AT3G51057						NA
PLT7_ampDAP_peak_2130	chr5	20897854	20897854	+	90.4762	NA	promoter-TSS (AT5G51451.1)	-promoter-TSS (AT5G51451.1)	-254	AT5G51451.1	AT5G51451	AT5G51451						NA
35S_BBM_GFP_ChIP_peak_15773	chr5	991309	991309	+	90.416	NA	promoter-TSS (AT5G03760.1)	-promoter-TSS (AT5G03760.1)	-760	AT5G03760.1	AT5G03760	AT5G03760						NA
35S_BBM_GFP_ChIP_peak_13587	chr4	9673759	9673759	+	90.3742	NA	promoter-TSS (AT4G17260.1)	-promoter-TSS (AT4G17260.1)	-232	AT4G17260.1	AT4G17260	AT4G17260						NA
35S_BBM_GFP_ChIP_peak_12212	chr3	22127969	22127969	+	90.2872	NA	Intergenic	Intergenic	-1339	AT3G59890.1	AT3G59890	AT3G59890						NA
